sentiment,year
3 user reviews,2017
Mostly Positive,2017
Mostly Positive,2017
2 user reviews,2017
Neutral,2017
1 user reviews,2017
Positive,2017
Neutral,2017
Neutral,2017
3 user reviews,2017
Positive,2017
1 user reviews,2016
Neutral,2017
5 user reviews,2017
Mixed,2017
Neutral,2017
Neutral,2017
2 user reviews,2017
1 user reviews,2017
2 user reviews,2017
2 user reviews,2017
Mixed,2017
Mixed,2017
Mixed,2017
Mixed,2017
2 user reviews,2017
3 user reviews,2016
Neutral,2017
4 user reviews,2017
3 user reviews,2017
9 user reviews,2017
1 user reviews,2017
Neutral,2017
1 user reviews,2017
Positive,2017
4 user reviews,2017
Neutral,2017
Mixed,2017
Neutral,2017
Positive,2017
Neutral,2017
Very Positive,2017
2 user reviews,2017
Mixed,2017
9 user reviews,2017
7 user reviews,2017
1 user reviews,2015
Positive,2017
Neutral,2017
Mostly Positive,2017
1 user reviews,2017
5 user reviews,2017
Mostly Negative,2017
Mostly Negative,2017
3 user reviews,2017
7 user reviews,2017
Positive,2017
Positive,2017
Mostly Negative,2017
Mixed,2017
5 user reviews,2017
Mixed,2017
9 user reviews,2017
Mostly Negative,2017
8 user reviews,2017
Very Positive,2017
5 user reviews,2017
Mixed,2017
Very Positive,2017
9 user reviews,2017
Positive,2017
Positive,2017
3 user reviews,2017
Neutral,2017
Mixed,2017
Neutral,2017
5 user reviews,2017
Very Positive,2017
Mostly Positive,2017
Mixed,2017
9 user reviews,2017
5 user reviews,2017
Mostly Positive,2017
Mixed,2017
Neutral,2017
Very Positive,2017
1 user reviews,2017
3 user reviews,2017
Very Positive,2017
Very Positive,2017
Positive,2017
9 user reviews,2017
2 user reviews,2017
Overwhelmingly Positive,2017
6 user reviews,2017
8 user reviews,2017
Mixed,2017
6 user reviews,2017
3 user reviews,2017
Neutral,2017
Mostly Positive,2017
4 user reviews,2017
7 user reviews,2017
3 user reviews,2017
Positive,2017
Very Positive,2017
5 user reviews,2017
Neutral,2017
3 user reviews,2016
Positive,2017
Mostly Positive,2017
Very Positive,2017
Neutral,2017
Positive,2017
Neutral,2017
2 user reviews,2017
7 user reviews,2017
5 user reviews,2017
2 user reviews,2017
Positive,2017
Mostly Negative,2017
2 user reviews,2017
1 user reviews,2017
Mostly Positive,2017
1 user reviews,2017
Mixed,2017
Very Positive,2017
Very Positive,2017
1 user reviews,2017
1 user reviews,2017
Neutral,2017
2 user reviews,2017
Mostly Positive,2017
Negative,2017
Mixed,2017
1 user reviews,2017
Very Positive,2017
5 user reviews,2017
6 user reviews,2017
Very Positive,2017
Mostly Negative,2017
1 user reviews,2017
7 user reviews,2017
5 user reviews,2017
Neutral,2017
Positive,2017
1 user reviews,2017
Neutral,2017
Positive,2017
Neutral,2017
3 user reviews,2017
Mostly Positive,2017
Positive,2017
Mixed,2017
6 user reviews,2017
Neutral,2017
Mixed,2017
1 user reviews,2017
1 user reviews,2017
4 user reviews,2017
Neutral,2017
4 user reviews,2016
7 user reviews,2017
9 user reviews,2017
Negative,2017
Positive,2017
Mostly Positive,2017
Very Positive,2017
Mixed,2017
Positive,2017
4 user reviews,2017
6 user reviews,2017
1 user reviews,2017
1 user reviews,2017
4 user reviews,2017
Very Positive,2017
Neutral,2017
2 user reviews,2017
2 user reviews,2017
3 user reviews,2017
1 user reviews,2017
1 user reviews,2017
Very Positive,2017
4 user reviews,2017
2 user reviews,2017
2 user reviews,2017
1 user reviews,2017
4 user reviews,2017
3 user reviews,2017
2 user reviews,2017
4 user reviews,2017
3 user reviews,2017
Positive,2017
1 user reviews,2017
2 user reviews,2017
2 user reviews,2017
2 user reviews,2017
2 user reviews,2017
6 user reviews,2017
1 user reviews,2017
2 user reviews,2017
3 user reviews,2017
5 user reviews,2017
8 user reviews,2017
Positive,2017
6 user reviews,2017
1 user reviews,2017
6 user reviews,2017
Positive,2017
Positive,2017
Neutral,2017
Very Positive,2017
1 user reviews,2017
Neutral,2017
6 user reviews,2017
Neutral,2017
Mixed,2017
Mixed,2017
Mixed,2017
Mixed,2017
Neutral,2017
Positive,2017
Mostly Positive,2017
Neutral,2017
Positive,2017
2 user reviews,2014
3 user reviews,2017
Mixed,2017
1 user reviews,2017
Neutral,2017
5 user reviews,2017
Mostly Positive,2017
2 user reviews,2017
Mostly Positive,2017
Mixed,2017
Very Positive,2017
2 user reviews,2017
Neutral,2017
Mostly Positive,2017
Neutral,2017
1 user reviews,2017
Mixed,2017
Mixed,2017
6 user reviews,2017
2 user reviews,2017
Positive,2017
5 user reviews,2017
Very Positive,2017
7 user reviews,2017
Positive,2017
Positive,2017
Positive,2017
Positive,2017
3 user reviews,2017
1 user reviews,2017
Mostly Positive,2017
Mixed,2017
4 user reviews,2017
1 user reviews,2017
4 user reviews,2017
4 user reviews,2017
Positive,2017
Neutral,2017
Neutral,2017
Neutral,2017
Mostly Positive,2017
2 user reviews,2017
Mixed,2017
2 user reviews,2017
Neutral,2017
3 user reviews,2017
Neutral,2017
Very Positive,2017
Very Positive,2017
1 user reviews,2017
2 user reviews,2017
Very Positive,2017
Neutral,2012
Very Positive,2001
Overwhelmingly Positive,2017
6 user reviews,2017
Positive,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Mixed,2017
Mixed,2017
Neutral,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
2 user reviews,2017
Neutral,2017
1 user reviews,2017
Neutral,2017
1 user reviews,2017
1 user reviews,2017
Neutral,2017
1 user reviews,2017
1 user reviews,2017
5 user reviews,2017
Mixed,2017
9 user reviews,2017
Positive,2017
Neutral,2017
Mixed,2017
2 user reviews,2017
2 user reviews,2017
8 user reviews,2017
Overwhelmingly Positive,2017
6 user reviews,2017
2 user reviews,2017
Mostly Positive,2017
Mixed,2017
3 user reviews,2017
Neutral,2012
Mixed,2017
Neutral,2017
Positive,2014
Neutral,2015
Neutral,2017
3 user reviews,2017
1 user reviews,2017
Mostly Positive,2017
Neutral,2017
1 user reviews,2017
Very Positive,2017
Neutral,2017
Mixed,2017
Positive,2017
Neutral,2017
Mixed,2017
Mostly Positive,2017
Mixed,2017
8 user reviews,2017
Neutral,2017
7 user reviews,2017
1 user reviews,2017
Mostly Positive,2017
6 user reviews,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
2 user reviews,2017
Neutral,2017
Neutral,2017
Mostly Positive,2017
4 user reviews,2017
Positive,2017
Neutral,2017
Neutral,2017
Mostly Negative,2017
1 user reviews,2017
2 user reviews,2017
Neutral,2017
Positive,2017
Neutral,1999
Very Positive,2017
1 user reviews,2017
2 user reviews,2017
2 user reviews,2017
Positive,2017
Neutral,2017
Mixed,2017
3 user reviews,2017
Mostly Negative,2017
2 user reviews,2017
Positive,2017
2 user reviews,2017
1 user reviews,2017
Neutral,2017
Very Positive,2017
Mostly Positive,2017
Neutral,2017
Mostly Positive,2017
5 user reviews,2017
Neutral,2015
1 user reviews,2017
Neutral,2017
8 user reviews,2017
Mostly Positive,2017
4 user reviews,2017
Mixed,2017
Mixed,2017
Neutral,2017
9 user reviews,2015
Mostly Positive,2017
Mixed,2017
Mostly Negative,2017
Neutral,2017
2 user reviews,2017
Mostly Positive,2017
Mixed,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Negative,2017
Neutral,2017
3 user reviews,2017
Positive,2017
Mostly Positive,2017
Overwhelmingly Positive,2017
7 user reviews,2017
Neutral,2017
Mostly Positive,2017
Very Positive,2017
Very Positive,2017
Mostly Positive,2017
1 user reviews,2017
Neutral,2017
Mostly Positive,2017
Mixed,2017
Mixed,1986
4 user reviews,2017
Mostly Positive,2017
Very Positive,2017
Neutral,2017
Mostly Positive,2017
Positive,2017
2 user reviews,2017
Positive,2017
2 user reviews,2017
Mixed,2017
8 user reviews,2017
Overwhelmingly Positive,2017
Neutral,2017
6 user reviews,2017
1 user reviews,2017
Positive,2017
Very Positive,2017
5 user reviews,2017
Very Positive,2017
Neutral,2017
9 user reviews,2017
Mostly Positive,2017
1 user reviews,2017
3 user reviews,2017
Very Positive,2017
Neutral,2017
6 user reviews,2017
Neutral,2017
Mostly Positive,2017
4 user reviews,2017
Neutral,2017
Mixed,2017
Mixed,2017
Mixed,2017
1 user reviews,2017
Mixed,2017
Neutral,2017
Positive,2017
Very Positive,2017
Mostly Negative,2017
Positive,2017
2 user reviews,2017
Positive,2017
Very Positive,2017
Mixed,2017
Positive,2017
Mixed,2017
Positive,2017
Neutral,2017
Mixed,2017
4 user reviews,2017
7 user reviews,2017
3 user reviews,2017
5 user reviews,2017
Mixed,2017
4 user reviews,2017
1 user reviews,2017
Neutral,2017
Positive,2017
5 user reviews,2011
1 user reviews,2017
Neutral,2017
6 user reviews,2017
9 user reviews,2017
Mixed,2017
1 user reviews,2017
Positive,2017
Neutral,2017
Very Positive,2017
Mostly Positive,2017
Neutral,2017
Mixed,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
6 user reviews,2017
Positive,2017
6 user reviews,2017
Very Positive,2017
Mostly Positive,2017
6 user reviews,2017
1 user reviews,2017
Neutral,2012
1 user reviews,2017
Mixed,2017
9 user reviews,2017
2 user reviews,2017
8 user reviews,2017
Very Positive,2017
8 user reviews,2017
2 user reviews,2017
6 user reviews,2017
Neutral,2017
Mostly Positive,2017
Positive,2017
Very Positive,2017
Mostly Positive,2017
Very Positive,2017
Mostly Negative,2017
Neutral,2017
Mixed,2017
Mostly Negative,2017
Mixed,2017
9 user reviews,2017
Positive,2017
1 user reviews,2017
Mostly Negative,2017
Neutral,2017
3 user reviews,2017
Mostly Negative,2017
6 user reviews,2017
4 user reviews,2017
Mixed,2017
7 user reviews,2017
6 user reviews,2017
5 user reviews,2017
Very Positive,2017
Positive,2017
Mixed,2017
4 user reviews,2017
5 user reviews,2017
3 user reviews,2017
2 user reviews,2017
Mixed,2017
1 user reviews,2017
7 user reviews,2017
8 user reviews,2017
Mixed,2017
Mixed,2017
Neutral,2017
Neutral,2017
Neutral,2017
Positive,2017
Mixed,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
4 user reviews,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
2 user reviews,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
Neutral,2017
Very Positive,2017
Mostly Negative,2017
4 user reviews,2017
7 user reviews,2017
Neutral,2017
Neutral,2017
Neutral,2017
3 user reviews,2017
Positive,2017
3 user reviews,2017
Neutral,2017
1 user reviews,2017
Very Positive,2017
2 user reviews,2017
Very Positive,2017
2 user reviews,2017
8 user reviews,2017
Neutral,2017
5 user reviews,2017
Neutral,2017
4 user reviews,2017
1 user reviews,2017
2 user reviews,2017
5 user reviews,2017
2 user reviews,2017
Mixed,2017
Very Positive,2017
Mostly Positive,2017
Very Positive,2017
Positive,2017
7 user reviews,2017
Mixed,2017
Mostly Positive,2017
Mixed,2017
1 user reviews,2017
Mostly Positive,2017
1 user reviews,2017
Positive,2017
Mixed,2017
4 user reviews,2017
Mixed,2017
Positive,2017
Positive,2017
2 user reviews,2017
Positive,2017
1 user reviews,2017
Neutral,2017
Positive,2017
8 user reviews,2017
2 user reviews,2017
Mostly Positive,2017
Positive,2017
1 user reviews,2014
Neutral,2017
Mostly Positive,2015
4 user reviews,2017
Very Positive,2017
Neutral,2017
Positive,2017
Neutral,2017
3 user reviews,2017
Very Positive,2017
4 user reviews,2017
Neutral,2017
1 user reviews,2017
4 user reviews,2017
2 user reviews,2017
Positive,2017
1 user reviews,2017
Mixed,2017
Neutral,2017
Mixed,2017
Mixed,2017
Mixed,2017
2 user reviews,2017
4 user reviews,2017
1 user reviews,2017
4 user reviews,2017
Very Positive,2017
Neutral,2017
7 user reviews,2017
Mixed,2017
7 user reviews,2017
Mostly Positive,2017
Very Positive,2017
Mixed,2017
5 user reviews,2017
Positive,2017
5 user reviews,2017
Neutral,2018
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
8 user reviews,2017
2 user reviews,2017
Neutral,2017
Mostly Negative,2017
Positive,2017
Neutral,2017
2 user reviews,2017
Positive,2017
Mixed,2017
Very Positive,2017
2 user reviews,2017
Mixed,2018
Neutral,2017
5 user reviews,2017
8 user reviews,2017
Mostly Negative,2017
Mostly Positive,2017
6 user reviews,2017
Positive,2017
Neutral,2017
5 user reviews,2017
Mostly Positive,2017
3 user reviews,2017
1 user reviews,2017
6 user reviews,2017
Mixed,2017
7 user reviews,2017
Neutral,2017
Mixed,2017
1 user reviews,2017
Positive,2017
3 user reviews,2017
Positive,2017
1 user reviews,2017
Mixed,2017
1 user reviews,2017
Neutral,2017
3 user reviews,2017
Positive,2017
2 user reviews,2017
9 user reviews,2017
Neutral,2017
Neutral,2017
Mixed,2017
Neutral,2017
Neutral,2017
Mostly Positive,2017
Positive,2017
Positive,2017
Neutral,2017
Mixed,2017
Positive,2017
Mixed,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
7 user reviews,2017
Mostly Positive,2017
Neutral,2017
Positive,2017
Positive,2017
1 user reviews,2017
Neutral,2017
Very Positive,2017
3 user reviews,2017
1 user reviews,2017
Neutral,2017
8 user reviews,2017
Mixed,2017
Positive,2017
Mostly Positive,2017
Mixed,2016
3 user reviews,2017
1 user reviews,2017
Mostly Positive,2017
Positive,2017
Neutral,2017
Neutral,2017
Very Positive,2017
5 user reviews,2017
Positive,2017
Mixed,2017
4 user reviews,2017
3 user reviews,2017
Positive,2017
Positive,2017
1 user reviews,2017
Very Positive,2017
6 user reviews,2017
Mixed,2017
Very Positive,2017
2 user reviews,2017
7 user reviews,2017
Very Positive,2017
Neutral,1995
2 user reviews,2017
Positive,2017
Neutral,2017
2 user reviews,2017
Very Positive,2017
4 user reviews,2017
Positive,2017
Mixed,2017
Mostly Positive,2017
Mostly Positive,2017
6 user reviews,2017
2 user reviews,2017
Mixed,2017
1 user reviews,2017
9 user reviews,2017
Mixed,2017
2 user reviews,2017
Mixed,2017
Neutral,2017
4 user reviews,2017
4 user reviews,2017
2 user reviews,2017
1 user reviews,2017
Positive,2017
Neutral,2017
Neutral,2017
Mostly Positive,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
2 user reviews,2017
Neutral,2017
Positive,2017
5 user reviews,2017
6 user reviews,2017
Positive,2017
Mostly Negative,2017
Neutral,2017
Mostly Positive,2017
3 user reviews,2017
4 user reviews,2017
Very Positive,2017
6 user reviews,2017
Neutral,2017
4 user reviews,2017
Mostly Positive,2017
Mostly Positive,2017
3 user reviews,2017
4 user reviews,2017
Mixed,2017
1 user reviews,2017
Very Positive,2017
Mixed,2017
5 user reviews,2017
7 user reviews,2017
6 user reviews,2017
Mostly Positive,2017
Mostly Positive,2017
Mixed,2017
Neutral,2017
Mostly Positive,2017
Mostly Positive,2017
Mixed,2017
1 user reviews,2017
Very Positive,2017
4 user reviews,2017
Neutral,2017
Neutral,2017
Neutral,2017
Positive,2017
Mostly Negative,2017
7 user reviews,2017
2 user reviews,2017
1 user reviews,2017
Positive,2017
Mixed,2017
5 user reviews,2017
Neutral,2013
Positive,2017
Positive,2017
3 user reviews,2017
Mostly Positive,2017
2 user reviews,2017
Mixed,2017
Positive,2017
3 user reviews,2017
1 user reviews,2017
6 user reviews,2017
Mostly Positive,2017
Mixed,2017
Mostly Positive,2017
4 user reviews,2017
5 user reviews,2017
Very Positive,2017
Very Positive,2017
Mostly Positive,2017
6 user reviews,2017
5 user reviews,2018
1 user reviews,1996
Neutral,2017
Neutral,2017
Neutral,2017
4 user reviews,2017
Positive,2017
5 user reviews,2017
Mixed,2017
Neutral,2017
Neutral,2017
2 user reviews,2017
Mostly Positive,2017
Neutral,2017
5 user reviews,2016
1 user reviews,2017
Mixed,2017
Neutral,2017
Positive,2017
2 user reviews,2017
2 user reviews,2017
Positive,2017
2 user reviews,2017
3 user reviews,2017
1 user reviews,2017
Neutral,2017
Mostly Positive,2017
1 user reviews,2018
Mixed,2017
Very Positive,2017
2 user reviews,2017
Very Positive,2017
Mixed,2017
Mixed,2017
8 user reviews,2017
Mostly Positive,2017
Neutral,2017
2 user reviews,2017
1 user reviews,2017
Mixed,2017
Very Positive,2017
Neutral,2017
Positive,2017
Neutral,2017
Positive,2017
9 user reviews,2017
Neutral,2017
2 user reviews,2017
Neutral,2017
9 user reviews,2011
Positive,2017
2 user reviews,2014
Very Positive,2017
Mixed,2017
Mostly Positive,2017
3 user reviews,2017
1 user reviews,2017
Very Positive,2017
Neutral,2017
Positive,2017
3 user reviews,2017
4 user reviews,2017
5 user reviews,2017
Very Positive,2017
3 user reviews,2016
Very Positive,2017
3 user reviews,2017
Neutral,2017
Very Positive,2017
Neutral,2017
1 user reviews,2017
Mixed,2017
Mostly Negative,2017
9 user reviews,2017
8 user reviews,2017
Neutral,2017
5 user reviews,2017
5 user reviews,2017
Neutral,2012
2 user reviews,2017
8 user reviews,2017
1 user reviews,2017
9 user reviews,2017
8 user reviews,2017
6 user reviews,2017
Neutral,2017
Neutral,2017
Positive,2017
Mixed,2013
2 user reviews,2017
Positive,2017
Very Positive,2017
Mixed,2017
Neutral,2017
7 user reviews,2017
Neutral,2017
2 user reviews,2017
Mixed,2017
Neutral,2017
9 user reviews,2017
Mixed,2017
3 user reviews,2017
9 user reviews,2017
Positive,2017
Mostly Positive,2017
Mixed,2017
3 user reviews,2017
Positive,2017
4 user reviews,2017
Very Positive,2017
Neutral,2006
Mostly Positive,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
Positive,2017
Mostly Positive,2017
3 user reviews,2017
Neutral,2017
1 user reviews,2017
5 user reviews,2017
Mostly Positive,2006
Mixed,2017
2 user reviews,2017
2 user reviews,2014
Mostly Negative,2017
Positive,2017
Very Positive,2017
Positive,2017
Mixed,2017
1 user reviews,2017
Mixed,2017
Neutral,2017
Very Positive,2017
Neutral,2017
8 user reviews,2017
Mostly Positive,2017
Neutral,2018
Very Positive,2017
Mostly Positive,2017
Mostly Positive,2017
Very Positive,2017
Very Positive,2017
Very Positive,2017
2 user reviews,2017
5 user reviews,2017
Positive,2017
6 user reviews,2017
2 user reviews,2017
Neutral,2018
4 user reviews,2017
Positive,2017
3 user reviews,2017
Mixed,2017
4 user reviews,2017
Mostly Negative,2017
Positive,2017
3 user reviews,2017
Positive,2017
6 user reviews,2017
Mixed,2017
3 user reviews,2017
Mixed,2017
Very Positive,2016
Positive,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
2 user reviews,2017
3 user reviews,2017
3 user reviews,2017
Very Positive,2017
Neutral,2017
5 user reviews,2017
Positive,2017
5 user reviews,2017
1 user reviews,2017
Neutral,2017
3 user reviews,2017
Neutral,2017
4 user reviews,2017
Neutral,2018
Neutral,2017
3 user reviews,2017
Neutral,2017
Very Positive,2017
1 user reviews,2017
5 user reviews,2017
2 user reviews,2017
Positive,2017
4 user reviews,2017
3 user reviews,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
2 user reviews,2017
Positive,2017
Positive,2017
Mostly Positive,2017
Mixed,2016
1 user reviews,2017
4 user reviews,2017
1 user reviews,2017
Very Negative,2017
Mostly Positive,2017
Overwhelmingly Positive,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
Positive,2017
Mostly Positive,2017
Mixed,2017
Mostly Positive,2017
2 user reviews,2017
Mostly Positive,2017
3 user reviews,2017
8 user reviews,2017
Positive,2017
Neutral,2017
1 user reviews,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
Positive,2017
1 user reviews,2017
Mixed,2017
Positive,2017
2 user reviews,2017
Neutral,2017
8 user reviews,2017
Positive,2017
7 user reviews,2017
4 user reviews,2017
1 user reviews,2017
4 user reviews,2017
9 user reviews,2017
Mostly Positive,2017
3 user reviews,2017
Mostly Positive,2017
Mostly Negative,2001
4 user reviews,2017
5 user reviews,2017
Positive,2017
